n_universe_events,n_polymarket_markets_after_collapse,n_matched_universe_events,n_unmatched_universe_events,n_matched_polymarket_markets,n_unmatched_polymarket_markets,n_exact_date_matches,n_time_window_matches,n_adjacent_date_matches,n_matches_via_ric,n_matches_via_ticker_crosswalk,n_selected_mean,n_selected_target,require_complete_panel_for_mean,target_horizon,polymarket_event_tz,universe_event_tz,max_match_time_diff_hours,use_unique_ticker_crosswalk,selected_horizons
9366,633,629,8737,629,4,629,0,0,629,0,628,627,FALSE,1d,UTC,UTC,18,TRUE,"1w, 6d, 5d, 4d, 3d, 2d, 1d, 12h, 6h"
