market_id,ticker,slug,ric,release_dt_utc,release_dt_ny,release_date_ny,release_timing,asof_date,snapshot_dt_utc_parsed,signal_value,id,resolvedOutcome,umaEndDate,acceptingOrdersTimestamp,volumeNum,val_eikon_eps_stddev_estimate,val_surprise,earnings_release_datetime,market_cap_usd_asof,analysts_covering_asof,gics_sector,turnover_6m_sum_volume,turnover_6m_avg_daily_volume,volatility_6m,horizon,horizon_seconds,p_hist_asof_end_minus_1d,snapshot_dt_utc,p_polymarket_yes,p_dice_0p5,loss_polymarket,loss_dice,loss_hist,seconds_before_close,status,purchase_date,event_trading_date,signal_cutoff_utc,snapshot_date_ny,observed_before_cutoff,same_day_signal,signal_bin,signal_bin_id
1099457,MTB,mtb-quarterly-earnings-gaap-eps-01-16-2026-4pt5,MTB,2026-01-16T10:30:00Z,2026-01-16T10:30:00Z,2026-01-16,before_open,2026-01-14,2026-01-15T16:05:14Z,0.63,1099457,Yes,2026-01-16T16:09:10Z,2026-01-04T13:32:11Z,8753.720625,0.08215,0.169999999999999,2026-01-16T10:30:00Z,31854513600,23,Financials,134559711,1051247.7421875,0.012939253691554,1d,86400,0.753694581280788,2026-01-15T16:05:14Z,0.63,0.5,0.1369,0.25,0.060666359290446,86636,ok,2026-01-15,2026-01-16,2026-01-15T21:00:00Z,2026-01-15,TRUE,TRUE,0.6-0.8,4
1118155,IBKR,ibkr-quarterly-earnings-nongaap-eps-01-20-2026-0pt56,IBKR.N,2026-01-20T21:00:00Z,2026-01-20T21:00:00Z,2026-01-20,after_close,2026-01-19,2026-01-20T12:00:15Z,0.81,1118155,Yes,2026-01-21T02:08:58Z,2026-01-06T01:58:13Z,17864.819232,0.01017,0.08999999999999901,2026-01-20T21:00:00Z,124425979116.88,10,Financials,7074325,56145.43650793651,0.02233545621282,12h,43200,0.7530562347188261,2026-01-20T12:00:15Z,0.81,0.5,0.036099999999999,0.25,0.060981223211243,50923,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.8-1.0,5
1118156,UAL,ual-quarterly-earnings-nongaap-eps-01-20-2026-2pt98,UAL.N,2026-01-20T21:00:00Z,2026-01-20T21:00:00Z,2026-01-20,after_close,2026-01-19,2026-01-20T18:50:16Z,0.78,1118156,Yes,2026-01-21T00:59:58Z,2026-01-06T01:56:11Z,7429.686056,0.13814,0.12,2026-01-20T21:00:00Z,36741024371.61,27,Industrials,9181186,72866.55555555556,0.024825751586292,6h,21600,0.7530562347188261,2026-01-20T18:50:16Z,0.78,0.5,0.048399999999999,0.25,0.060981223211243,22182,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.6-0.8,4
1118157,WTFC,wtfc-quarterly-earnings-gaap-eps-01-20-2026-2pt92,WTFC.N,2026-01-20T22:00:03Z,2026-01-20T22:00:03Z,2026-01-20,after_close,2026-01-19,2026-01-20T12:00:12Z,0.75,1118157,Yes,2026-01-21T01:35:56Z,2026-01-06T01:53:11Z,4260.217618,0.06214000000000001,0.229999999999999,2026-01-20T22:00:03Z,9773649054.09,14,Financials,599326,4756.555555555556,0.015928174264753,12h,43200,0.7530562347188261,2026-01-20T12:00:12Z,0.75,0.5,0.0625,0.25,0.060981223211243,48944,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.6-0.8,4
1118261,BFC,bfc-quarterly-earnings-gaap-eps-01-20-2026-1pt8,BFC.N,2026-01-22T21:00:00Z,2026-01-22T21:00:00Z,2026-01-22,after_close,2026-01-21,2026-01-22T12:00:52Z,0.56,1118261,Yes,2026-01-23T02:09:18Z,2026-01-06T02:00:51Z,6911.297705,0.0785,0.07,2026-01-22T21:00:00Z,1522004103.68,2,Financials,131785,1037.6771653543308,0.023077901879473,6h,21600,0.75943396226415,2026-01-22T12:00:52Z,0.56,0.5,0.19359999999999905,0.25,0.05787201851192501,50906,ok,2026-01-22,2026-01-23,2026-01-22T21:00:00Z,2026-01-22,TRUE,TRUE,0.4-0.6,3
1118262,NFLX,nflx-quarterly-earnings-gaap-eps-01-20-2026-0pt55,NFLX.N,2026-01-20T21:00:00Z,2026-01-20T21:00:00Z,2026-01-20,after_close,2026-01-19,2026-01-20T12:00:28Z,0.8150000000000001,1118262,Yes,2026-01-21T01:38:54Z,2026-01-06T15:18:19Z,75530.166069,0.0247,0.01,2026-01-20T21:00:00Z,371550269200,45,Communication Services,63234936,501864.5714285714,0.018692513342585,12h,43200,0.7530562347188261,2026-01-20T12:00:28Z,0.8150000000000001,0.5,0.034225,0.25,0.060981223211243,49106,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.8-1.0,5
1118263,USB,usb-quarterly-earnings-gaap-eps-01-20-2026-1pt19,USB,2026-01-20T11:45:00Z,2026-01-20T11:45:00Z,2026-01-20,before_open,2026-01-18,2026-01-16T14:50:12Z,0.795,1118263,Yes,2026-01-20T14:57:32Z,2026-01-06T02:02:53Z,13939.05248,0.02076,0.07,2026-01-20T11:45:00Z,84592000000,24,Financials,1147212666,9104862.42857143,0.012982752466322,4d,345600,0.7530562347188261,2026-01-16T14:50:12Z,0.795,0.5,0.042024999999999,0.25,0.060981223211243,346040,ok,2026-01-16,2026-01-20,2026-01-16T21:00:00Z,2026-01-16,TRUE,TRUE,0.6-0.8,4
1118342,KEY,key-quarterly-earnings-gaap-eps-01-20-2026-0pt39,KEY,2026-01-20T11:30:00Z,2026-01-20T11:30:00Z,2026-01-20,before_open,2026-01-18,2026-01-16T15:25:14Z,0.685,1118342,Yes,2026-01-20T15:25:48Z,2026-01-06T02:11:17Z,13078.169675,0.00887,0.019999999999999,2026-01-20T11:30:00Z,23337829170,24,Financials,2883565515,22885440.595238097,0.014796412128069,4d,345600,0.7530562347188261,2026-01-16T15:25:14Z,0.685,0.5,0.099224999999999,0.25,0.060981223211243,345634,ok,2026-01-16,2026-01-20,2026-01-16T21:00:00Z,2026-01-16,TRUE,TRUE,0.6-0.8,4
1118343,MMM,mmm-quarterly-earnings-nongaap-eps-01-20-2026-1pt81,MMM,2026-01-20T11:30:00Z,2026-01-20T11:30:00Z,2026-01-20,before_open,2026-01-18,2026-01-16T17:45:19Z,0.925,1118343,Yes,2026-01-20T17:53:12Z,2026-01-06T14:18:13Z,43951.518534,0.02544,0.02,2026-01-20T11:30:00Z,88980838181.8,20,Industrials,379667830,3013236.746031746,0.015039170470891,4d,345600,0.7530562347188261,2026-01-16T17:45:19Z,0.925,0.5,0.005624999999999,0.25,0.060981223211243,346073,ok,2026-01-16,2026-01-20,2026-01-16T21:00:00Z,2026-01-16,TRUE,TRUE,0.8-1.0,5
1118344,MBWM,mbwm-quarterly-earnings-gaap-eps-01-20-2026-1pt34,MBWM.N,2026-01-20T10:05:00Z,2026-01-20T10:05:00Z,2026-01-20,before_open,2026-01-18,2026-01-16T14:50:13Z,0.905,1118344,Yes,2026-01-20T14:57:44Z,2026-01-06T02:05:53Z,13720.47523,0.04185,0.059999999999999,2026-01-20T10:05:00Z,863178966.4,5,Financials,485080,3849.84126984127,0.017432069963276,4d,345600,0.7530562347188261,2026-01-16T14:50:13Z,0.905,0.5,0.009024999999999,0.25,0.060981223211243,346051,ok,2026-01-16,2026-01-20,2026-01-16T21:00:00Z,2026-01-16,TRUE,TRUE,0.8-1.0,5
1125126,TFC,tfc-quarterly-earnings-nongaap-eps-01-21-2026-1pt1,TFC,2026-01-21T13:30:00Z,2026-01-21T13:30:00Z,2026-01-21,before_open,2026-01-19,2026-01-20T20:20:15Z,0.415,1125126,Yes,2026-01-21T20:24:38Z,2026-01-07T00:44:39Z,60301.467645,0.02524,0.02,2026-01-21T13:30:00Z,63110875300,23,Financials,980890454,7784844.873015873,0.012871900740781,1d,86400,0.7554479418886191,2026-01-20T20:20:15Z,0.415,0.5,0.342224999999999,0.25,0.059805709126511,86663,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.4-0.6,3
1125566,UNTY,unty-quarterly-earnings-gaap-eps-01-21-2026-1pt36,UNTY.N,2026-01-13T11:00:00Z,2026-01-13T11:00:00Z,2026-01-13,before_open,2026-01-11,2026-01-12T13:25:09Z,0.8,1125566,Yes,2026-01-13T13:29:37Z,2026-01-07T00:44:47Z,16754.322297,0.02625,0.07,2026-01-13T11:00:00Z,526849960,3,Financials,67254,538.032,0.023059431021187,1d,86400,0.7569620253164551,2026-01-12T13:25:09Z,0.8,0.5,0.039999999999999,0.25,0.059067457138279,86668,ok,2026-01-12,2026-01-13,2026-01-12T21:00:00Z,2026-01-12,TRUE,TRUE,0.8-1.0,5
1125598,BLK,blk-quarterly-earnings-nongaap-eps-01-15-2026-12pt64,BLK,2026-01-15T11:00:00Z,2026-01-15T11:00:00Z,2026-01-15,before_open,2026-01-13,2026-01-14T15:10:16Z,0.715,1125598,Yes,2026-01-15T15:13:44Z,2026-01-07T00:44:51Z,22681.523845,0.31648000000000004,0.519999999999999,2026-01-15T11:00:00Z,169043121391.86,17,Financials,78031456,609620.75,0.014548703726685,1d,86400,0.753117206982543,2026-01-14T15:10:16Z,0.715,0.5,0.081225,0.25,0.0609511134881,86608,ok,2026-01-14,2026-01-15,2026-01-14T21:00:00Z,2026-01-14,TRUE,TRUE,0.6-0.8,4
1125627,SCHW,schw-quarterly-earnings-nongaap-eps-01-21-2026-1pt36,SCHW.N,2026-01-21T12:30:00Z,2026-01-21T12:30:00Z,2026-01-21,before_open,2026-01-19,2026-01-20T15:55:09Z,0.915,1125627,Yes,2026-01-21T15:57:24Z,2026-01-07T00:46:53Z,28083.551227,0.02912,0.03,2026-01-21T12:30:00Z,184481575461.4,20,Financials,288916026,2292984.3333333335,0.012950767507002,1d,86400,0.7548543689320381,2026-01-20T15:55:09Z,0.915,0.5,0.007224999999999,0.25,0.06009638043170801,86535,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.8-1.0,5
1125915,JNJ,jnj-quarterly-earnings-nongaap-eps-01-21-2026-2pt51,JNJ,2026-01-21T11:20:00Z,2026-01-21T11:20:00Z,2026-01-21,before_open,2026-01-19,2026-01-20T15:15:14Z,0.875,1125915,No,2026-01-21T15:17:36Z,2026-01-07T00:48:53Z,35829.907273,0.03116,-0.049999999999999,2026-01-21T11:20:00Z,526816467003.32,26,Health Care,1073101563,8516679.07142857,0.00971947496773,1d,86400,0.754257907542579,2026-01-20T15:15:14Z,0.875,0.5,0.765625,0.25,0.5689049910905091,86542,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.8-1.0,5
1126021,CFG,cfg-quarterly-earnings-nongaap-eps-01-21-2026-1pt11,CFG,2026-01-21T11:20:00Z,2026-01-21T11:20:00Z,2026-01-21,before_open,2026-01-19,2026-01-20T16:05:14Z,0.765,1126021,Yes,2026-01-21T16:05:38Z,2026-01-07T13:55:21Z,9429.74613,0.01782,0.019999999999999,2026-01-21T11:20:00Z,26106509022.68,21,Financials,561545511,4456710.404761905,0.015487546634255,1d,86400,0.7548543689320381,2026-01-20T16:05:14Z,0.765,0.5,0.055224999999999,0.25,0.06009638043170801,86424,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.6-0.8,4
1126184,HAL,hal-quarterly-earnings-nongaap-eps-01-21-2026-0pt54,HAL,2026-01-21T11:45:00Z,2026-01-21T11:45:00Z,2026-01-21,before_open,2026-01-19,2026-01-20T15:25:16Z,0.8,1126184,Yes,2026-01-21T15:27:36Z,2026-01-07T13:58:17Z,13313.67271,0.02786,0.14999999999999902,2026-01-21T11:45:00Z,27411778687.7,27,Energy,1596366438,12669574.904761905,0.02370846963929,1d,86400,0.7548543689320381,2026-01-20T15:25:16Z,0.8,0.5,0.039999999999999,0.25,0.06009638043170801,86540,ok,2026-01-20,2026-01-21,2026-01-20T21:00:00Z,2026-01-20,TRUE,TRUE,0.8-1.0,5
