market_id,slug,run_id,generated_utc,bucket,snapshot_target_ts,snapshot_target_utc,snapshot_source_ts_yes,snapshot_source_utc_yes,yes_price_decimal,yes_price_pct
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,5d,1765540810,2025-12-12 12:00:10Z,1765540810,2025-12-12 12:00:10Z,0.9665,96.65
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,4d,1765627210,2025-12-13 12:00:10Z,1765584011,2025-12-13 00:00:11Z,0.963,96.3
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,3d,1765713610,2025-12-14 12:00:10Z,1765713610,2025-12-14 12:00:10Z,0.9675,96.75
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,2d,1765800010,2025-12-15 12:00:10Z,1765800009,2025-12-15 12:00:09Z,0.9735,97.35
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,1d,1765886410,2025-12-16 12:00:10Z,1765843209,2025-12-16 00:00:09Z,0.967,96.7
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,12h,1765929610,2025-12-17 00:00:10Z,1765929606,2025-12-17 00:00:06Z,0.963,96.3
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,6h,1765951210,2025-12-17 06:00:10Z,1765929632,2025-12-17 00:00:32Z,0.963,96.3
898889,avgo-quarterly-earnings-nongaap-eps-12-11-2025-1pt87,20260120T104358Z,2026-01-20 10:48:17Z,2d,1765327507,2025-12-10 00:45:07Z,1765327206,2025-12-10 00:40:06Z,0.895,89.5
898889,avgo-quarterly-earnings-nongaap-eps-12-11-2025-1pt87,20260120T104358Z,2026-01-20 10:48:17Z,1d,1765413907,2025-12-11 00:45:07Z,1765413907,2025-12-11 00:45:07Z,0.925,92.5
898889,avgo-quarterly-earnings-nongaap-eps-12-11-2025-1pt87,20260120T104358Z,2026-01-20 10:48:17Z,12h,1765457107,2025-12-11 12:45:07Z,1765457107,2025-12-11 12:45:07Z,0.9635,96.35
898889,avgo-quarterly-earnings-nongaap-eps-12-11-2025-1pt87,20260120T104358Z,2026-01-20 10:48:17Z,6h,1765478707,2025-12-11 18:45:07Z,1765478707,2025-12-11 18:45:07Z,0.9635,96.35
