market_id,slug,run_id,generated_utc,bucket,snapshot_target_ts,snapshot_target_utc,snapshot_source_ts_yes,snapshot_source_utc_yes,yes_price_decimal,yes_price_pct
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,5d,1763607306,2025-11-20 02:55:06Z,1763607305,2025-11-20 02:55:05Z,0.915,91.5
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,4d,1763693706,2025-11-21 02:55:06Z,1763693705,2025-11-21 02:55:05Z,0.925,92.5
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,3d,1763780106,2025-11-22 02:55:06Z,1763780105,2025-11-22 02:55:05Z,0.925,92.5
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,2d,1763866506,2025-11-23 02:55:06Z,1763866205,2025-11-23 02:50:05Z,0.94,94.0
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,1d,1763952906,2025-11-24 02:55:06Z,1763952905,2025-11-24 02:55:05Z,0.9345,93.45
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,12h,1763996106,2025-11-24 14:55:06Z,1763996105,2025-11-24 14:55:05Z,0.73,73.0
675603,zm-quarterly-earnings-nongaap-eps-11-24-2025-1pt44,20260120T104358Z,2026-01-20 10:47:24Z,6h,1764017706,2025-11-24 20:55:06Z,1764017705,2025-11-24 20:55:05Z,0.883,88.3
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,3w,1764158410,2025-11-26 12:00:10Z,1764115210,2025-11-26 00:00:10Z,0.485,48.5
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,2w,1764763210,2025-12-03 12:00:10Z,1764720011,2025-12-03 00:00:11Z,0.93,93.0
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,1w,1765368010,2025-12-10 12:00:10Z,1765324810,2025-12-10 00:00:10Z,0.9485,94.85
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,7d,1765368010,2025-12-10 12:00:10Z,1765324810,2025-12-10 00:00:10Z,0.9485,94.85
703110,mu-quarterly-earnings-nongaap-eps-12-17-2025-3pt78,20260120T104358Z,2026-01-20 10:48:31Z,6d,1765454410,2025-12-11 12:00:10Z,1765411210,2025-12-11 00:00:10Z,0.9485,94.85
