snapshot_label,variable,n,min,p25,mean,median,p75,max
5d,abs_complement_error,404,0,0,7.128712871287123e-4,0,0,0.03000000000000002
5d,active_trading_hours,404,120.63723166055149,161.79616356001958,259.4126244496035,210.17773865375256,334.1192302265101,1326.8481283333567
5d,analysts_covering_latest,404,1,12,22.047029702970296,21,28,69
5d,analysts_covering_sample_mean,404,1,13,21.847772277227723,21,28,69
5d,analysts_covering_sample_median,404,1,13,21.847772277227723,21,28,69
5d,complement_error,404,0,0,7.128712871287126e-4,0,0,0.030000000000000027
5d,complement_tolerance,404,0.05,0.05,0.05,0.05,0.05,0.05
5d,eps_estimate_diff,403,-2.12625,-0.011864999999999903,0.015994441687344905,-0.0012900000000000134,0.005170000000000008,6.25338
5d,liquidity_num,0,,,,,,
5d,market_cap_usd,404,32113189.72,6075376654.59,163431884425.80133,25555621513.114998,106388354227.05,4644459000000
5d,observed_end_ts,404,1758715212,1761664663.5,1763312595.7475247,1762419166.5,1764126025.5,1770041117
5d,outcome_yes,404,0,0.75,0.75,1,1,1
5d,price_no,404,0.0335,0.145,0.28144059405940597,0.225,0.365,0.9995
5d,price_yes,404,5e-4,0.635,0.7185420792079208,0.775,0.855,0.9665
5d,snapshot_offset_seconds,404,432000,432000,432000,432000,432000,432000
5d,src_no_ts,404,1758240016,1761232661,1762877321.1435645,1761987016.5,1763694016.5,1769609113
5d,src_yes_ts,404,1758240005,1761232657.5,1762877529.6683168,1761987008,1763694014.25,1769609116
5d,target_ts,404,1758283212,1761232663.5,1762880595.7475247,1761987166.5,1763694025.5,1769609117
5d,val_surprise,404,-6.363,0.01999999999999999,0.1186980198019802,0.07000000000000006,0.1899999999999996,3.890000000000001
5d,volume_num,404,1336.252219,9787.6613795,26377.04029336386,16202.3356785,26543.507795499998,995129.929459
5d,yes_plus_no,404,0.97,1,0.9999826732673267,1,1,1.03
