variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
turnover_6m_sum_volume_mean,391,362009066.2225064,886095563.6146842,36280.0,83942.95,670736.0,1695654.0,7319730.0,61374632.0,334722803.25,1036879370.0,1635271545.0,3340706908.9500356,11398005590.0
