snapshot_label,variable,n,min,p25,mean,median,p75,max
3w,active_trading_hours,19,530.7013888888889,555.4813888888889,668.3800877192982,578.395,628.6894444444445,1326.8538888888888
3w,analysts_covering,19,2,17,23.526315789473685,21,29,55
3w,analysts_covering_asof,19,2,17,23.526315789473685,21,29,55
3w,horizon_seconds,19,1814400,1814400,1814400,1814400,1814400,1814400
3w,id,19,599650,614626.5,664115.7894736842,703111,703171.5,703176
3w,loss_dice,19,0.25,0.25,0.25,0.25,0.25,0.25
3w,loss_hist,19,0.03698224852071,0.05909762974246,0.2057831008511058,0.059270579205613,0.30963305178066053,0.678200692041522
3w,loss_polymarket,19,9e-6,0.0438124999999995,0.11957927631578921,0.122499999999999,0.18125000000000002,0.29702500000000004
3w,market_cap_usd,19,1549901114.2,9610919575.32,153360024470.24905,41891501415,87408989622.28,1488071269890.81
3w,market_cap_usd_asof,19,1549901114.2,9610919575.32,153360024470.24905,41891501415,87408989622.28,1488071269890.81
3w,outcome_yes,19,0,0.5,0.7368421052631579,1,1,1
3w,p_dice,19,0.5,0.5,0.5,0.5,0.5,0.5
3w,p_dice_0p5,19,0.5,0.5,0.5,0.5,0.5,0.5
3w,p_hist,19,0.7481203007518791,0.7562250072144121,0.7711648254108304,0.756544502617801,0.7905499477897666,0.8235294117647051
3w,p_hist_asof_end_minus_1d,19,0.7481203007518791,0.7562250072144121,0.7711648254108304,0.756544502617801,0.7905499477897666,0.8235294117647051
3w,p_polymarket_yes,19,0.003,0.495,0.5487631578947368,0.615,0.6925,0.985
3w,price_yes,19,0.003,0.495,0.5487631578947368,0.615,0.6925,0.985
3w,seconds_before_close,19,1816764,1836768.5,1857636.4210526317,1856686,1877947.5,1900633
3w,snapshot_offset_seconds,19,1814400,1814400,1814400,1814400,1814400,1814400
3w,turnover_6m_avg_daily_volume,19,2435.1428571428573,354729.0455831693,4984402.622404724,1951294.78125,5244560.272207186,21677369.84375
3w,turnover_6m_sum_volume,19,306828,45286058,637024660.6842105,249765732,668265071.5,2774703340
3w,val_eikon_eps_stddev_estimate,19,0.0055,0.01989,0.06368631578947369,0.03558,0.08506,0.21868
3w,val_surprise,19,-0.39,0.02,0.17631578947368395,0.09000000000000001,0.179999999999999,1
3w,volatility_6m,19,0.0118559055474,0.014330113766858,0.021638379589817264,0.018397922278047,0.026826782644317,0.038769731973421
3w,volume_num,19,3403.321485,11686.239803,67520.05311073684,18835.551167,50256.957725500004,726860.842831
