snapshot_label,variable,n,min,p25,mean,median,p75,max
2d,abs_complement_error,442,0,0,6.323529411764708e-4,0,0,0.04400000000000004
2d,active_trading_hours,442,49.04965000000265,152.02680189435682,243.57519352092837,189.94159926904572,326.84342474896044,1326.8481283333567
2d,analysts_covering_latest,442,1,12,21.64027149321267,21,28,69
2d,analysts_covering_sample_mean,442,1,11,21.43552036199095,21,28,69
2d,analysts_covering_sample_median,442,1,11,21.43552036199095,21,28,69
2d,complement_error,442,0,0,6.32352941176471e-4,0,0,0.04400000000000004
2d,complement_tolerance,442,0.05,0.05,0.05,0.05,0.05,0.05
2d,eps_estimate_diff,441,-2.12625,-0.011109999999999953,0.013067006802721083,-0.0012500000000000011,0.005519999999999747,6.25338
2d,liquidity_num,2,0,0,0,0,0,0
2d,market_cap_usd,442,31298401.8048,4954348720.7575,159556677237.73996,23600486196.8,97417781136.9225,4644459000000
2d,observed_end_ts,442,1749167106,1761663093.75,1763214808.9615386,1762436855.5,1764115220.75,1770044125
2d,outcome_yes,442,0,1,0.753393665158371,1,1,1
2d,price_no,442,0.013,0.135,0.2750701357466063,0.20525,0.36,0.9995
2d,price_yes,442,5e-4,0.64,0.7248721719457013,0.7947500000000001,0.865,0.987
2d,snapshot_offset_seconds,442,172800,172800,172800,172800,172800,172800
2d,src_no_ts,442,1748994306,1761490290.75,1763039118.5113122,1762263756,1763942416.5,1769871320
2d,src_yes_ts,442,1748994306,1761490285.75,1763039205.6742082,1762263906,1763942416.75,1769871312
2d,target_ts,442,1748994306,1761490293.75,1763042008.9615386,1762264055.5,1763942420.75,1769871325
2d,val_surprise,442,-6.363,0.01999999999999996,0.11568325791855204,0.07000000000000006,0.18749999999999964,3.890000000000001
2d,volume_num,442,1336.252219,9555.449181250002,25697.271643337102,15969.683653,25800.18831625,995129.929459
2d,yes_plus_no,442,0.956,1,0.9999423076923077,1,1,1.04
