snapshot_label,variable,n,min,p25,mean,median,p75,max
3d,active_trading_hours,666,76.19638888888889,168.98888888888888,271.8899345178512,279.4136111111111,337.80027777777775,1182.8875
3d,analysts_covering,666,1,12,21.96996996996997,21,29,71
3d,analysts_covering_asof,666,1,12,21.96996996996997,21,29,71
3d,horizon_seconds,666,259200,259200,259200,259200,259200,259200
3d,id,666,598105,648227.25,945543.5870870871,696258.5,1293491.75,1735233
3d,loss_dice,666,0.25,0.25,0.25,0.25,0.25,0.25
3d,loss_hist,666,0,0.043402777777777,0.19726591575363278,0.0625,0.53893382264705,1
3d,loss_polymarket,666,4.84e-4,0.021025,0.16085543355855816,0.060024999999999,0.21159999999999976,0.90345025
3d,market_cap_usd,666,25950236.34,4737973792.225,139260449084.80588,21545604429.260002,84616204062.22,4686255000000
3d,market_cap_usd_asof,666,25950236.34,4737973792.225,139260449084.80588,21545604429.260002,84616204062.22,4686255000000
3d,outcome_yes,666,0,0,0.7357357357357357,1,1,1
3d,p_dice,666,0.5,0.5,0.5,0.5,0.5,0.5
3d,p_dice_0p5,666,0.5,0.5,0.5,0.5,0.5,0.5
3d,p_hist,0,,,,,,
3d,p_hist_leakage_safe,666,0.7296511627906971,0.7467411545623831,0.7759478667931232,0.759009009009009,0.795180722891566,1
3d,p_polymarket_yes,666,0.074,0.64,0.7283791291291292,0.785,0.865,0.978
3d,price_yes,666,0.074,0.64,0.7283791291291292,0.785,0.865,0.978
3d,seconds_before_close,0,,,,,,
3d,seconds_before_event,666,259203,259472,263915.9129129129,259486,259494,334745
3d,snapshot_offset_seconds,666,259200,259200,259200,259200,259200,259200
3d,turnover_6m_avg_daily_volume,665,538.032,79729.64566929133,3084905.951045764,602581.8174603175,2880080.2362204725,85155289.25
3d,turnover_6m_sum_volume,665,67254,10084343,388984581.2240602,75308563,365046085,10899877024
3d,val_eikon_eps_stddev_estimate,665,0,0.02036,0.11425669172932332,0.04607000000000001,0.08796000000000001,12.40225
3d,val_surprise,666,-91.63,0.01,-0.10549298798798817,0.0599999999999995,0.169999999999999,14.63
3d,volatility_6m,665,0.009027083607946,0.015805086081323,0.025538778658785906,0.02106273881509,0.030603203065301,0.152537899097299
3d,volume_num,618,1336.252219,7966.72643825,27649.11732058576,13672.045457,24787.92373775,995129.929459
