n,min_hours,p25_hours,mean_hours,median_hours,p75_hours,max_hours,min_days,p25_days,mean_days,median_days,p75_days,max_days,n_negative_hours
632,0.034166666666666665,2.635625,6.155330959915612,3.313472222222222,4.5917361111111115,323.13305555555553,0.001423611111111111,0.10981770833333333,0.25647212332981717,0.1380613425925926,0.19132233796296297,13.463877314814814,0
