variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
observed_span_hours,447,241.79911321252794,138.4025961800179,9.000278,57.4175,93.0416668,121.388111,152.8772225,189.833889,324.001389,388.8036666000004,480.0023332,618.4830940000003,1308.003333
