variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
surprise,375,0.11232533333333333,0.6231426183083839,-6.363,-1.3351199999999999,-0.219,-0.08600000000000001,0.02,0.07000000000000028,0.18499999999999978,0.42200000000000026,0.6710000000000007,1.9463999999999937,3.8900000000000006
