snapshot_label,variable,n,min,p25,mean,median,p75,max
6h,active_trading_hours,684,35.521388888888886,166.42805555555555,266.30032529239764,267.5859722222222,337.1121527777778,1182.8875
6h,analysts_covering,684,1,12,21.96345029239766,21,29,71
6h,analysts_covering_asof,684,1,12,21.96345029239766,21,29,71
6h,horizon_seconds,684,21600,21600,21600,21600,21600,21600
6h,id,684,549606,648226.25,945371.5628654971,696261,1293589.5,1735233
6h,loss_dice,684,0.25,0.25,0.25,0.25,0.25,0.25
6h,loss_hist,684,0,0.056373084485502,0.19784935199986217,0.0625,0.541642392828606,1
6h,loss_polymarket,684,2.10249999999e-4,0.0144,0.15760734649122765,0.052899999999999,0.1936,0.960399999999999
6h,market_cap_usd,684,25950236.34,4700440922.8575,142774148868.71515,21744821940,84629120062.22,4686255000000
6h,market_cap_usd_asof,684,25950236.34,4700440922.8575,142774148868.71515,21744821940,84629120062.22,4686255000000
6h,outcome_yes,684,0,0,0.7324561403508771,1,1,1
6h,p_dice,684,0.5,0.5,0.5,0.5,0.5,0.5
6h,p_dice_0p5,684,0.5,0.5,0.5,0.5,0.5,0.5
6h,p_hist,0,,,,,,
6h,p_hist_leakage_safe,684,0.5,0.7440147329650091,0.7678482722521773,0.7578475336322871,0.780487804878048,1
6h,p_polymarket_yes,684,0.0635,0.61225,0.722827485380117,0.8,0.885,0.9855
6h,price_yes,684,0.0635,0.61225,0.722827485380117,0.8,0.885,0.9855
6h,seconds_before_close,0,,,,,,
6h,seconds_before_event,684,21600,21871,24208.454678362574,21886,21894,125944
6h,snapshot_offset_seconds,684,21600,21600,21600,21600,21600,21600
6h,turnover_6m_avg_daily_volume,683,383.9296875,79589.61970964566,3063170.7729622764,587606.288,2854767.058110236,85155289.25
6h,turnover_6m_sum_volume,683,49143,10081921,386060979.6090776,68643612,361381168.5,10899877024
6h,val_eikon_eps_stddev_estimate,683,0,0.020525,0.43640901903367496,0.0461,0.08793000000000001,220.97746
6h,val_surprise,684,-91.63,0.01,0.9082807017543862,0.06,0.169999999999999,690.8643300000003
6h,volatility_6m,683,0.009027083607946,0.015826806363833,0.025704024490672824,0.021263250207873,0.030879954159509997,0.152537899097299
6h,volume_num,635,1336.252219,7795.481024,27149.49159043307,13533.491876,24174.2729165,995129.929459
