snapshot_label,variable,n,min,p25,mean,median,p75,max
1d,active_trading_hours,683,42.75888888888889,166.49638888888887,266.63821538962094,267.59166666666664,337.11375,1182.8875
1d,analysts_covering,683,1,12,21.99121522693997,21,29,71
1d,analysts_covering_asof,683,1,12,21.99121522693997,21,29,71
1d,horizon_seconds,683,86400,86400,86400,86400,86400,86400
1d,id,683,549606,648225.5,945791.4641288434,696263,1293680,1735233
1d,loss_dice,683,0.25,0.25,0.25,0.25,0.25,0.25
1d,loss_hist,683,0,0.05271241149521,0.19887617532321794,0.0625,0.5413191624753185,1
1d,loss_polymarket,683,5.52249999999e-4,0.01822499999999999,0.15816177049780342,0.052899999999999,0.19359999999999905,0.887363999999999
1d,market_cap_usd,683,25950236.34,4679630707.184999,141475259325.94888,21658897200,84608136041.48001,4686255000000
1d,market_cap_usd_asof,683,25950236.34,4679630707.184999,141475259325.94888,21658897200,84608136041.48001,4686255000000
1d,outcome_yes,683,0,0,0.7320644216691069,1,1,1
1d,p_dice,683,0.5,0.5,0.5,0.5,0.5,0.5
1d,p_dice_0p5,683,0.5,0.5,0.5,0.5,0.5,0.5
1d,p_hist,0,,,,,,
1d,p_hist_leakage_safe,683,0.5,0.7440147329650091,0.7714268025494498,0.759009009009009,0.7872340425531911,1
1d,p_polymarket_yes,683,0.077,0.64,0.7267166910688141,0.795,0.87,0.9765
1d,price_yes,683,0.077,0.64,0.7267166910688141,0.795,0.87,0.9765
1d,seconds_before_close,0,,,,,,
1d,seconds_before_event,683,86402,86671.5,91139.92386530015,86686,86695,248344
1d,snapshot_offset_seconds,683,86400,86400,86400,86400,86400,86400
1d,turnover_6m_avg_daily_volume,682,538.032,79745.9622519685,3067661.6627617995,590293.549511811,2867423.6471653543,85155289.25
1d,turnover_6m_sum_volume,682,67254,10094673.5,386626979.3695015,68916766.5,363213626.75,10899877024
1d,val_eikon_eps_stddev_estimate,682,0,0.0205225,0.1130350439882698,0.046085,0.08781250000000002,12.40225
1d,val_surprise,683,-91.63,0.01,-0.10190385065885817,0.06,0.169999999999999,14.63
1d,volatility_6m,682,0.009027083607946,0.015848996604144253,0.02572833095459934,0.0212660666175165,0.030906658712711498,0.152537899097299
1d,volume_num,634,1336.252219,7803.48011625,27190.13115902997,13546.863238,24202.10254875,995129.929459
