variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
diff_eikon_actual_minus_poly_est,413,0.10843099273607747,0.5960047510791868,-6.363,-1.2763999999999998,-0.22199999999999992,-0.0779999999999999,0.01999999999999999,0.06999999999999999,0.16999999999999998,0.40800000000000003,0.6439999999999999,1.7715999999999992,3.8900000000000006
