variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
analyst_coverage,386,20.519430051813472,12.853530948970151,1.0,1.85,3.0,4.5,10.625,20.0,27.375,37.0,44.5,60.749999999999886,71.0
