variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
n_markets_per_ticker,394,1.1421319796954315,0.3496294262754486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
