variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
diff_eikon_mean_minus_poly_est,387,-0.022221937984496124,0.3675722187495861,-6.25338,-0.6525846000000006,-0.10275000000000009,-0.02270600000000007,-0.005520000000000191,0.0009100000000000774,0.01022500000000004,0.045923999999999944,0.08904999999999993,0.37923639999999903,0.9526500000000001
