snapshot_label,variable,n,min,p25,mean,median,p75,max
2w,active_trading_hours,115,336.4480555555556,348.88750000000005,431.3739782608696,368.6247222222222,460.6048611111111,1326.8538888888888
2w,analysts_covering,115,1,15.5,22.756521739130434,23,29,55
2w,analysts_covering_asof,115,1,15.5,22.756521739130434,23,29,55
2w,horizon_seconds,115,1209600,1209600,1209600,1209600,1209600,1209600
2w,id,115,599650,627743.5,829644.7826086957,697473,1121735,1326547
2w,loss_dice,115,0.25,0.25,0.25,0.25,0.25,0.25
2w,loss_hist,115,0.006944444444444,0.058079664827617,0.2089435876383764,0.060981223211243,0.554566628918469,0.743162901307966
2w,loss_polymarket,115,3.0249999999999993e-5,0.033312499999999995,0.191947067391304,0.099224999999999,0.255025,0.8556250000000001
2w,market_cap_usd,115,242224128.96,7444280988.934999,92898305668.63045,25110372731.86,87121852731.53,1488071269890.81
2w,market_cap_usd_asof,115,242224128.96,7444280988.934999,92898305668.63045,25110372731.86,87121852731.53,1488071269890.81
2w,outcome_yes,115,0,0,0.7130434782608696,1,1,1
2w,p_dice,115,0.5,0.5,0.5,0.5,0.5,0.5
2w,p_dice_0p5,115,0.5,0.5,0.5,0.5,0.5,0.5
2w,p_hist,115,0.736024844720496,0.7485604606525911,0.7679705359280845,0.7560975609756091,0.7772486772486771,0.916666666666666
2w,p_hist_asof_end_minus_1d,115,0.736024844720496,0.7485604606525911,0.7679705359280845,0.7560975609756091,0.7772486772486771,0.916666666666666
2w,p_polymarket_yes,115,0.0055,0.5975,0.6971,0.735,0.8250000000000001,0.93
2w,price_yes,115,0.0055,0.5975,0.6971,0.735,0.8250000000000001,0.93
2w,seconds_before_close,115,1209621,1209816,1231141.7913043478,1218918,1251130.5,1295840
2w,snapshot_offset_seconds,115,1209600,1209600,1209600,1209600,1209600,1209600
2w,turnover_6m_avg_daily_volume,115,2249.0625,64329.92504306103,4116814.002483101,995602.5238095238,4308899.582338829,73623794.704
2w,turnover_6m_sum_volume,115,287880,8200592,520146013.46086955,125445918,549421997.5,9202974338
2w,val_eikon_eps_stddev_estimate,114,0,0.02264,0.10658078947368421,0.048935000000000006,0.0935675,1.29318
2w,val_surprise,115,-3.1,0.0049999999999995,0.06260869565217372,0.059999999999999,0.14999999999999902,1.779999999999999
2w,volatility_6m,115,0.00971947496773,0.0154283246970735,0.0228618786697688,0.019841490431724,0.028638399335638,0.06464499369518101
2w,volume_num,115,3108.927988,10176.289338499999,30512.66496538261,18130.614454,30060.1167835,726860.842831
