variable,n,mean,std,min,p01,p05,p10,p25,median,p75,p90,p95,p99,max
market_cap,392,130656485156.22983,458417740056.0149,31298401.8048,71604900.05550002,427258726.47650003,960417812.626,4450885471.2,18509490112.620003,81447959026.57501,223953827396.34613,399780146732.0471,2615499163363.4604,4644459000000.0
