"model_class","model","term","estimate","std.error","statistic","p.value","conf.low","conf.high","stars","term_label","outcome_group","spec_group","conf.low_boot","conf.high_boot","n_boot","n_boot_success","conf.low_hc3","conf.high_hc3","model_plot"
"Fractional probit","Mean loss | Ex-ante","analysts",0.000819860097260188,0.00410429546732738,0.199756597395767,0.841670947373601,-0.00705972659602485,0.00895384586788772,"","Analysts covering","Mean loss across selected horizons","Ex-ante",-0.00705972659602485,0.00895384586788772,25000,25000,-0.00722441120061247,0.00886413139513285,"Mean loss | Ex-ante"
"Fractional probit","Mean loss | Ex-ante","log_turnover",0.0247159623256914,0.0152214404685258,1.62375974710132,0.104427094038428,-0.00514493135164021,0.0551544816939827,"","log(6m avg. daily turnover + 1)","Mean loss across selected horizons","Ex-ante",-0.00514493135164021,0.0551544816939827,25000,25000,-0.00511751278543978,0.0545494374368225,"Mean loss | Ex-ante"
"Fractional probit","Mean loss | Ex-ante","log_volatility_6m",-3.93581387195563,3.49403016256307,-1.12643958089603,0.259979501052529,-10.941353958365,2.84218801501323,"","log(6m stock volatility)","Mean loss across selected horizons","Ex-ante",-10.941353958365,2.84218801501323,25000,25000,-10.7839871514759,2.91235940756461,"Mean loss | Ex-ante"
"Fractional probit","Mean loss | Ex-ante","open_time_days",-0.00212950857147883,0.00856371165631318,-0.248666542842899,0.803618730967541,-0.0190705109446521,0.0140071028288632,"","Market open-to-resolution (days)","Mean loss across selected horizons","Ex-ante",-0.0190705109446521,0.0140071028288632,25000,25000,-0.0189140749918385,0.0146550578488808,"Mean loss | Ex-ante"
"Fractional probit","Mean loss | Full","log_volume",0.0352670531692543,0.12471369026356,0.282784136165994,0.777342315704596,-0.194003237400135,0.277872906023015,"","log(Polymarket volume + 1)","Mean loss across selected horizons","Full",-0.194003237400135,0.277872906023015,25000,25000,-0.209167288126407,0.279701394464916,"Mean loss | Full"
"Fractional probit","Mean loss | Full","log_volume_per_analyst",0.0529567239115203,0.112565178754668,0.470453869459377,0.638030784829446,-0.167545679883214,0.255931279331698,"","log(Polymarket volume / analysts + 1)","Mean loss across selected horizons","Full",-0.167545679883214,0.255931279331698,25000,25000,-0.167666972360943,0.273580420183984,"Mean loss | Full"
"Fractional probit","Mean loss | Full","eps_stddev",1.1901690953742,0.419827151100231,2.83490263136902,0.00458396544335961,0.399909278525197,2.00935933332641,"***","Std. dev. of analyst estimates","Mean loss across selected horizons","Full",0.399909278525197,2.00935933332641,25000,25000,0.367322999485696,2.01301519126271,"Mean loss | Full"
"Fractional probit","Mean loss | Full","surprise",-1.44270106109431,0.202777474818092,-7.11470079400353,0.00000000000112155876832165,-1.855845105513,-1.10027145228356,"***","Earnings surprise","Mean loss across selected horizons","Full",-1.855845105513,-1.10027145228356,25000,25000,-1.84013760861375,-1.04526451357487,"Mean loss | Full"
"Fractional probit","Mean loss | Full","log_market_cap",-0.0451530218989355,0.0331948291517886,-1.3602426357571,0.17375315457836,-0.110736870191972,0.0169710049637697,"","log(Market cap)","Mean loss across selected horizons","Full",-0.110736870191972,0.0169710049637697,25000,25000,-0.110213691509401,0.0199076477115304,"Mean loss | Full"
"Fractional probit","Mean loss | Full","analysts",0.00200852922011906,0.00699972499567189,0.286944018709447,0.774155184980021,-0.0117935937191716,0.015161366318514,"","Analysts covering","Mean loss across selected horizons","Full",-0.0117935937191716,0.015161366318514,25000,25000,-0.0117106796730826,0.0157277381133207,"Mean loss | Full"
