"market_id","n_snapshots","loss_mean","loss_target","volumeNum","volume_per_analyst","val_eikon_eps_stddev_estimate","val_surprise","market_cap_usd_asof","analysts_covering_asof","turnover_6m_avg_daily_volume","volatility_6m","open_time_days","log_volume","log_volume_per_analyst","eps_stddev","surprise","log_market_cap","analysts","log_turnover","log_volatility_6m","firm_id","firm_market_number","prior_markets_for_firm","post_first_market"
"667880",6,0.0394833333333333,0.00562499999999999,21738.19238,836.084322307692,0.09942,0.13,40699043028.54,26,10794556.1889764,0.019246312736837,4.25193287037037,9.98687201095112,6.72992480891303,0.09942,0.13,24.4294704163062,26,16.1945526010783,0.0190634450867792,"OXY",1,0,0
"667887",5,0.028465,0.04,17692.167868,1263.72627628571,0.0717,0.319999999999999,18598889461.2,14,2746252.44094488,0.011552875384066,4.09830324074074,9.78093384788804,7.14261099536474,0.0717,0.319999999999999,23.646367709496,14,14.8257481556414,0.0116712063567068,"TSN",1,0,0
"667902",5,0.0413,0.042025,30192.669045,5032.1115075,0.01327,0.1,9402858499.09,6,12909.9527559055,0.028756618239429,4.09830324074074,10.3153875471151,8.52379366180612,0.01327,0.1,22.9642795756425,6,9.46583128095538,0.0283509062710046,"TSEM",1,0,0
"667903",5,0.05552,0.046225,7159.121119,2386.37370633333,0.42,0.49,4756621986.4,3,420607.220472441,0.015593060716608,4.09830324074074,8.87628217587307,7.77794917308489,0.334929,0.49,22.2828035865344,3,12.9494570866923,0.015472738131668,"HHH",1,0,0
"667905",5,0.39555,0.3844,27625.11139,1841.67409266667,0.07209,0.049999999999999,2919595101.44,15,12817.3387096774,0.035275501823151,4.09830324074074,10.226516669323,7.51897310680022,0.07209,0.049999999999999,21.7947107797215,15,9.4586321362491,0.0346675766326791,"ETOR",1,0,0
"667914",6,0.543195833333333,0.697225,25854.250299,8618.083433,0.00818,0.01,736072520.37,3,303975.755905512,0.041885440501563,4.23378472222222,10.1602689656576,8.64901914451803,0.00818,0.01,20.4168392049505,3,12.6247065166279,0.0410319953500378,"GETY",1,0,0
"667915",6,0.347283333333333,0.378225,21861.005934,5465.2514835,0.05019,0.08,97351411.9172,4,637845.293650794,0.074882184176886,4.25820601851852,9.99250552028362,8.60634837411973,0.05019,0.08,20.1007726202039,4,13.3658526142586,0.0521584717253257,"CHGG",1,0,0
"667924",6,0.336966666666667,0.4356,17157.826271,5719.27542366667,0,0,901023562.23,3,82909.6190476191,0.01234950253957,4.31628472222222,9.75026797157675,8.64901914451803,0.006301,0,20.6190419664293,3,11.3255184275836,0.0122738694835254,"BCSF",1,0,0
"668446",5,0.039945,0.024025,20449.054715,2556.131839375,0.00881,0.019999999999999,1282344488.53,8,69237.8661417323,0.043627766891423,4.09830324074074,9.92574083701749,7.84664153413995,0.00881,0.019999999999999,20.9719558711502,8,11.1453176333867,0.0427028807599639,"REAL",1,0,0
"668447",5,0.191275,0.1225,10530.68682,1755.11447,0.07244,0.2,747418357.25,6,5696.83464566929,0.026129290573394,4.09830324074074,9.26214378413154,7.47085895999753,0.07244,0.2,20.4321356361938,6,9.28714543357954,0.0257937530135427,"TBPH",1,0,0
