"model_class","model","term","estimate","std.error","statistic","p.value","conf.low","conf.high","stars","term_label","outcome_group","spec_group","conf.low_boot","conf.high_boot","n_boot","n_boot_success","conf.low_hc3","conf.high_hc3"
"Fractional probit","Mean loss | Ex-ante","open_time_days",-0.00260050441314536,0.00855234983937683,-0.304068994134464,0.761075328198733,-0.0193601044461381,0.0136095471863926,"","Market open-to-resolution (days)","Mean loss across selected horizons","Ex-ante",-0.0193601044461381,0.0136095471863926,25000,25000,-0.0193628020815109,0.0141617932552201
"Fractional probit","Mean loss | Ex-ante","post_first_market",0.0209159170928455,0.0724231598950776,0.288801498348694,0.77273328542975,-0.117955922736046,0.163827392637436,"","After first firm market","Mean loss across selected horizons","Ex-ante",-0.117955922736046,0.163827392637436,25000,25000,-0.121030867948092,0.162862702133783
"Fractional probit","Mean loss | Full","(Intercept)",-0.92905127650896,0.704604429157718,-1.31854305488761,0.187321922077855,-2.30251323020244,0.444035745270948,"","Constant","Mean loss across selected horizons","Full",-2.30251323020244,0.444035745270948,25000,25000,-2.31005058100549,0.451948027987571
"Fractional probit","Mean loss | Full","log_volume",0.0158586231217634,0.120517537415874,0.131587679783395,0.895310430890239,-0.209884804830936,0.252776467800594,"","log(Polymarket volume + 1)","Mean loss across selected horizons","Full",-0.209884804830936,0.252776467800594,25000,25000,-0.220351409718808,0.252068655962335
"Fractional probit","Mean loss | Full","log_volume_per_analyst",0.0716487896710605,0.108667955009385,0.65933687318283,0.509679469234131,-0.142991463647863,0.269656288943012,"","log(Polymarket volume / analysts + 1)","Mean loss across selected horizons","Full",-0.142991463647863,0.269656288943012,25000,25000,-0.141336488420954,0.284634067763075
"Fractional probit","Mean loss | Full","eps_stddev",1.17262381206511,0.4153612890933,2.82314178729763,0.00475555351497862,0.380323664607796,1.97476228646041,"***","Std. dev. of analyst estimates","Mean loss across selected horizons","Full",0.380323664607796,1.97476228646041,25000,25000,0.358530644870109,1.9867169792601
"Fractional probit","Mean loss | Full","surprise",-1.35057387481975,0.184909653607817,-7.30396628011773,0.000000000000279406428401771,-1.73021113776776,-1.03054418026957,"***","Earnings surprise","Mean loss across selected horizons","Full",-1.73021113776776,-1.03054418026957,25000,25000,-1.71299013628485,-0.988157613354648
"Fractional probit","Mean loss | Full","log_market_cap",-0.0385288808526201,0.0321856911169927,-1.19708104799025,0.231274966124121,-0.101579218757233,0.0219097152402702,"","log(Market cap)","Mean loss across selected horizons","Full",-0.101579218757233,0.0219097152402702,25000,25000,-0.101611676259457,0.0245539145542163
"Fractional probit","Mean loss | Full","analysts",0.00235931485724218,0.0069531822001611,0.33931440156818,0.734372894643941,-0.0114292058072584,0.0153448519486428,"","Analysts covering","Mean loss across selected horizons","Full",-0.0114292058072584,0.0153448519486428,25000,25000,-0.0112686718330185,0.0159873015475029
"Fractional probit","Mean loss | Full","log_turnover",0.0259308996450646,0.0161604560474495,1.60458959629157,0.10858415248531,-0.00496925314035189,0.0576776748681658,"","log(6m avg. daily turnover + 1)","Mean loss across selected horizons","Full",-0.00496925314035189,0.0576776748681658,25000,25000,-0.00574301218167893,0.0576048114718082
"Fractional probit","Mean loss | Full","log_volatility_6m",-4.07548055017062,3.62442880677238,-1.12444767643261,0.260823155921249,-11.0923288031363,2.63802976041679,"","log(6m stock volatility)","Mean loss across selected horizons","Full",-11.0923288031363,2.63802976041679,25000,25000,-11.179230475974,3.02826937563273
"Fractional probit","Mean loss | Full","open_time_days",-0.00688510261617159,0.00858007079423652,-0.802452891274103,0.422291028298363,-0.0237635068546693,0.00883544118461136,"","Market open-to-resolution (days)","Mean loss across selected horizons","Full",-0.0237635068546693,0.00883544118461136,25000,25000,-0.0237017323576791,0.00993152712533597
"Fractional probit","Mean loss | Full","post_first_market",0.0203830607937269,0.0730823069061908,0.278905547137295,0.780317311401397,-0.120896110153659,0.164063931069365,"","After first firm market","Mean loss across selected horizons","Full",-0.120896110153659,0.164063931069365,25000,25000,-0.12285562864951,0.163621750236964
"Fractional probit","Loss at 6h | Ex-ante","(Intercept)",0.494258009819296,0.749609828105811,0.659353694799114,0.509668669675255,-0.9364829256957,2.00457338427454,"","Constant","Loss at 6h","Ex-ante",-0.9364829256957,2.00457338427454,25000,25000,-0.974950255725355,1.96346627536395
"Fractional probit","Loss at 6h | Ex-ante","eps_stddev",0.845008267112497,0.416373815229643,2.02944622405338,0.0424128610423358,0.0127585352745104,1.6484728971453,"**","Std. dev. of analyst estimates","Loss at 6h","Ex-ante",0.0127585352745104,1.6484728971453,25000,25000,0.0289305851568615,1.66108594906813
"Fractional probit","Loss at 6h | Ex-ante","log_market_cap",-0.0740782999982234,0.032613234071496,-2.27141840137124,0.0231216615015752,-0.139400737719454,-0.0120451463765942,"**","log(Market cap)","Loss at 6h","Ex-ante",-0.139400737719454,-0.0120451463765942,25000,25000,-0.13799906419773,-0.0101575357987168
"Fractional probit","Loss at 6h | Ex-ante","analysts",-0.00035878496036284,0.00446818246673215,-0.0802977414271179,0.936000454495444,-0.00893908382773766,0.00827428667683047,"","Analysts covering","Loss at 6h","Ex-ante",-0.00893908382773766,0.00827428667683047,25000,25000,-0.00911626167151119,0.00839869175078551
"Fractional probit","Loss at 6h | Ex-ante","log_turnover",0.0234050138618974,0.0161993810428755,1.44480914424758,0.148511501874721,-0.00834541991046277,0.0558599628366248,"","log(6m avg. daily turnover + 1)","Loss at 6h","Ex-ante",-0.00834541991046277,0.0558599628366248,25000,25000,-0.0083451895539795,0.0551552172777744
"Fractional probit","Loss at 6h | Ex-ante","log_volatility_6m",-3.6325031738604,4.03349796124817,-0.900583862632305,0.367809617864577,-11.6776635361257,3.93625183932109,"","log(6m stock volatility)","Loss at 6h","Ex-ante",-11.6776635361257,3.93625183932109,25000,25000,-11.5380139096225,4.27300756190174
"Fractional probit","Loss at 6h | Ex-ante","open_time_days",-0.00211755922909567,0.0094424681352328,-0.224259081287698,0.822555713727422,-0.0209339059990773,0.0155421372647902,"","Market open-to-resolution (days)","Loss at 6h","Ex-ante",-0.0209339059990773,0.0155421372647902,25000,25000,-0.020624456699319,0.0163893382411277
"Fractional probit","Loss at 6h | Ex-ante","post_first_market",-0.00892608590839383,0.080169050672206,-0.111340795900037,0.911346106050361,-0.164758026172336,0.148730551388067,"","After first firm market","Loss at 6h","Ex-ante",-0.164758026172336,0.148730551388067,25000,25000,-0.166054537900684,0.148202366083897
"Fractional probit","Loss at 6h | Full","(Intercept)",-0.534402038762928,0.794710950019277,-0.672448314383947,0.501298333700567,-2.08825575967701,1.01866283426858,"","Constant","Loss at 6h","Full",-2.08825575967701,1.01866283426858,25000,25000,-2.09200687892032,1.02320280139447
"Fractional probit","Loss at 6h | Full","log_volume",-0.0554224155682242,0.138881291401823,-0.399063221610401,0.689846620983235,-0.30627957413328,0.219190915915908,"","log(Polymarket volume + 1)","Loss at 6h","Full",-0.30627957413328,0.219190915915908,25000,25000,-0.327624744842209,0.21677991370576
"Fractional probit","Loss at 6h | Full","log_volume_per_analyst",0.0838210584934006,0.122418163302743,0.684710963079142,0.493526329634401,-0.162000149907179,0.302111080895975,"","log(Polymarket volume / analysts + 1)","Loss at 6h","Full",-0.162000149907179,0.302111080895975,25000,25000,-0.156114132633518,0.323756249620319
"Fractional probit","Loss at 6h | Full","eps_stddev",1.22734821608871,0.482103103451156,2.54582102314356,0.0109021069107859,0.293231029760512,2.14318396250877,"**","Std. dev. of analyst estimates","Loss at 6h","Full",0.293231029760512,2.14318396250877,25000,25000,0.282443496489454,2.17225293568796
"Fractional probit","Loss at 6h | Full","surprise",-1.25936104548423,0.214237183657283,-5.87834951890911,0.00000000414377259273039,-1.6928477397431,-0.886295909890243,"***","Earnings surprise","Loss at 6h","Full",-1.6928477397431,-0.886295909890243,25000,25000,-1.6792582096018,-0.839463881366665
"Fractional probit","Loss at 6h | Full","log_market_cap",-0.0320990643364144,0.0369959789165306,-0.867636572310617,0.385593318690417,-0.103819296339025,0.037420264912314,"","log(Market cap)","Loss at 6h","Full",-0.103819296339025,0.037420264912314,25000,25000,-0.104609850585618,0.0404117219127886
"Fractional probit","Loss at 6h | Full","analysts",0.00149837417877211,0.00801914351586485,0.186849652435795,0.85177851539151,-0.0145701117211754,0.0161174967956823,"","Analysts covering","Loss at 6h","Full",-0.0145701117211754,0.0161174967956823,25000,25000,-0.0142188582991809,0.0172156066567251
"Fractional probit","Loss at 6h | Full","log_turnover",0.0246134960538821,0.0174925590375567,1.40708377779585,0.159402547832381,-0.00900521556041355,0.0595510903168888,"","log(6m avg. daily turnover + 1)","Loss at 6h","Full",-0.00900521556041355,0.0595510903168888,25000,25000,-0.00967128965716956,0.0588982817649338
"Fractional probit","Loss at 6h | Full","log_volatility_6m",-2.06109496303235,4.47323681253189,-0.460761423866079,0.644969780989873,-10.7401482130974,6.1418127039313,"","log(6m stock volatility)","Loss at 6h","Full",-10.7401482130974,6.1418127039313,25000,25000,-10.8284780099136,6.7062880838489
"Fractional probit","Loss at 6h | Full","open_time_days",-0.00430292660015764,0.00974897588665639,-0.441372165669949,0.658943589475748,-0.023969187578329,0.0136056871944686,"","Market open-to-resolution (days)","Loss at 6h","Full",-0.023969187578329,0.0136056871944686,25000,25000,-0.0234105682241536,0.0148047150238383
"Fractional probit","Loss at 6h | Full","post_first_market",-0.00803957848152125,0.0821536139870213,-0.097860314249734,0.922043213316251,-0.165290553424822,0.153703539175571,"","After first firm market","Loss at 6h","Full",-0.165290553424822,0.153703539175571,25000,25000,-0.169057703095889,0.152978546132846
